task_id,title,description,stage,week,due_date_offset_days,default_assignee,category,priority,is_premium,sort_order,time_estimate_minutes,related_article_slug,is_time_sensitive,window_weeks,commonly_completed_early,why_it_matters,catch_up_behavior
POST-W12-030,Babyproofing Phase 1 (Pre-Mobility),"Before baby starts rolling and grabbing (3-4 months), do a first-pass safety sweep: cover outlets in main living areas, remove small objects from floors, secure dangling cords (blinds, phone chargers, lamps), move cleaning chemicals to high shelves, and install a baby gate at the top of stairs if you have them. This is the light pass — Phase 2 at month 6 is the full lockdown when crawling starts.",post-birth,12,90,dad,safety,must-do,False,504,20,,False,6,False,There's a 5-month gap between Sleep Safety Audit (month 1) and Babyproofing Phase 2 (month 6). Babies start reaching and grabbing by month 3-4. You don't want to discover the gap when your baby grabs a phone charger cord.,catch_up
POST-W12-005,Rolling Practice,"Encourage rolling by placing toys to the side during tummy time. Get down on the floor at baby's level and show them the toy. Many babies roll back-to-front first around 4 months. Make sure the practice area is safe — no table edges, stairs, or hard surfaces nearby. Celebrate every attempt, even unsuccessful ones.",post-birth,12,90,either,development,good-to-do,False,161,5,,False,99,False,"Rolling is the first major gross motor milestone — it shows core strength and body awareness are developing on schedule. Encouraging it with toys builds confidence. Plus, once they can roll, sleep safety rules change (no more swaddle), so you want to know when it starts.",catch_up
POST-W12-020,Research Paternal Postpartum Depression,"Approximately 1 in 10 new fathers experience postpartum depression. Symptoms include irritability, withdrawal, sleep issues beyond what the baby causes, and loss of interest. Read about warning signs so you can recognize them in yourself or your partner can recognize them in you.",post-birth,12,90,dad,health,good-to-do,False,225,30,,False,4,False,"Paternal PPD is real, clinically recognized, and drastically underdiagnosed because men don't know it exists. Awareness is the first step toward getting help.",catch_up
POST-W14-001,3.5-Month Wonder Week,"Expect extra fussiness this week — it's a developmental leap, not a regression. Increase skin-to-skin contact time, offer more feeds than usual, and don't start sleep training during a wonder week. The baby's brain is rewiring — they're learning about patterns and sequences. It passes in 1-2 weeks. Ride it out.",post-birth,14,100,either,development,good-to-do,True,162,15,,False,99,False,Wonder weeks are real — the developmental leap causes extra fussiness that can look like regression. Knowing it's temporary (1-2 weeks) prevents you from abandoning your sleep routine or assuming something is wrong. Ride it out with extra comfort and patience.,catch_up
POST-W14-002,Playdate Consideration,"Join a parent group or schedule playdates with babies around the same age. At 3-4 months, babies won't interact with each other yet, but the real benefit is for you — connecting with other parents going through the same stage. Check local libraries, community centers, or apps like Peanut. Even one recurring weekly meetup breaks the isolation of early parenthood.",post-birth,14,105,either,development,good-to-do,False,205,15,,False,99,False,"Parenting can be isolating, especially for dads. Finding even one friend going through the same phase gives you someone to text at 2 AM who actually understands. Parent groups and library story times also help baby develop social awareness, even before they interact directly.",catch_up
POST-W16-001,Solid Food Research,"Review AAP guidelines on starting solids (typically around 6 months when baby can sit with support, shows interest in food, and has lost the tongue-thrust reflex). Research approaches: traditional purees, baby-led weaning (BLW), or a combination. Take an infant choking rescue refresher before starting.",post-birth,16,120,either,feeding,good-to-do,False,67,15,,False,6,False,Starting solids too early (before signs of readiness) increases choking risk and gut issues. Starting too late (after 8 months) makes texture acceptance harder. Researching the guidelines and approaches now means you're ready to start when baby shows readiness signs.,catch_up
POST-W12-002,4-Month Vaccines,"Second round of vaccines: DTaP, Hib, IPV, PCV13, Rotavirus. Same protocol as 2-month: stock infant Tylenol, confirm dosing by current weight, and clear your schedule for 24-48 hours. Baby will likely tolerate these better than the first round. Bring a comfort toy or pacifier for the appointment.",post-birth,12,120,either,health,must-do,False,65,45,week-12-fourth-trimester-graduation,True,2,False,"These vaccines protect against whooping cough, rotavirus, pneumococcal disease, and polio. The 4-month round builds on the 2-month doses to strengthen immunity. Expect 24-48 hours of fussiness and possibly a low fever — stock infant Tylenol and clear your evening.",expired
POST-W16-003,Drop Swaddle,Transition out of the swaddle once baby starts showing signs of rolling (usually around 3-4 months). A swaddled baby who rolls onto their stomach cannot use their arms to push up — this is a SIDS risk. Transition to a sleep sack with arms free. Expect 2-3 rough nights during the transition. Cold turkey works better than gradual.,post-birth,16,120,either,safety,must-do,False,163,20,,False,6,False,"A swaddled baby who rolls onto their stomach cannot use their arms to push up or roll back — this is a suffocation risk. The AAP is clear: once rolling begins, the swaddle must go. It's a safety issue, not a sleep preference.",catch_up
POST-W16-002,Baby Swimming Class,"Consider enrolling in a parent-baby swim class for water safety introduction and bonding. ISR (Infant Swimming Resource) classes teach babies self-rescue skills. Check that the pool is warm (87-92°F for infants), the instructor is certified, and class size is small. Swim diapers are required — bring two in case of blowouts.",post-birth,16,120,either,development,good-to-do,False,113,15,,False,99,False,"Drowning is the #1 cause of death for children ages 1-4. Early water safety exposure builds comfort and teaches basic survival skills (floating, turning to the wall). ISR swim classes have taught babies as young as 6 months to self-rescue. It's never too early.",catch_up
POST-W16-004,Six Month Photos,"Professional or DIY six-month milestone photos. Baby can sit (with support), smile on command, and show personality now. Popular setups: sitting on a blanket with seasonal props, smash-cake preview (save the real one for 12 months), or outdoor natural light. Six months goes fast — book the session 2-3 weeks in advance.",post-birth,16,120,either,magic,good-to-do,False,206,10,,False,99,False,"Six months is one of the most photogenic ages — baby can sit up, smile on cue, and interact with props. The changes from 6 to 12 months are dramatic. Capturing this moment professionally gives you a portrait you'll display for years.",catch_up
POST-W12-003,4-Month Pediatrician Visit,"Growth check and developmental milestone assessment: rolling attempts (front to back), babbling, tracking objects across midline, and social smiling. Bring any concerns and your feeding/sleep log. Ask about starting solids timeline and sleep training readiness if applicable.",post-birth,12,120,either,health,must-do,False,66,30,week-12-fourth-trimester-graduation,True,2,False,"This visit catches developmental delays at the stage when early intervention is most effective. Rolling, babbling, and tracking objects are markers that gross and fine motor skills are progressing normally. If something is off, a 4-month catch is easier to address than a 12-month discovery.",expired
POST-W16-020,Buy Age-Appropriate Milestone Toys,"Instead of buying random toys, research what developmental milestone your baby is working on this month (grasping, pushing, pulling, pressing, transferring hand-to-hand) and buy one toy that teaches that specific skill. One toy at a time — babies explore deeper with fewer options.",post-birth,16,120,either,development,good-to-do,False,227,15,,False,99,False,"Babies given 20 toys play with each for 5 seconds. Babies given 1 toy explore it for 30 minutes and actually learn the skill. Buy for the milestone, not for the shelf.",catch_up
POST-W18-001,Object Permanence Games,"Play peek-a-boo, hide toys under blankets, and play 'where did it go?' games. Around 4-5 months, babies begin to understand that objects (and people) still exist when out of sight. This is a major cognitive milestone. Expect separation anxiety to increase as they learn — you leaving the room now registers as a real event.",post-birth,18,135,either,development,good-to-do,False,164,15,,False,99,False,Object permanence is a cognitive milestone that unlocks separation anxiety (baby now knows you still exist when you leave) and intentional play. Peek-a-boo is the simplest way to build this understanding and bond with your baby through play.,catch_up
POST-W18-002,Finger Foods Introduction,"Start offering safe finger foods for self-feeding practice: soft-cooked vegetables (sweet potato sticks, steamed broccoli), ripe banana, avocado strips, and puffed cereal. Cut food into finger-length strips (not small pieces — baby uses a palmar grasp, not pincer grip at this age). Always supervise. No honey, whole nuts, or hard foods.",post-birth,18,140,either,feeding,good-to-do,False,207,15,,False,6,False,"Self-feeding builds fine motor skills, hand-eye coordination, and independence. Babies who practice finger foods earlier tend to be less picky eaters as toddlers. It's messy, but the mess is the learning.",catch_up
POST-W20-020,Ask Pediatrician to Check on Dad's Mental Health,"At the 4-5 month well visit, ask the pediatrician to check in on you — not just mom and baby. Most pediatricians will ask about mom's mental state but not dad's. Advocate for yourself. If you're experiencing persistent exhaustion, irritability, or disconnection beyond normal new-parent stress, say so.",post-birth,20,150,dad,health,must-do,False,226,15,,True,2,False,This is the single most important task most dads will skip. Nobody else will ask how you're doing. The pediatrician who asked one dad how he was doing at month 5 made him cry — it was the first time anyone had asked.,expired
POST-W20-002,Photo Session,"Book a professional 6-month photo session to capture this milestone age. Baby is sitting up, interactive, and full of expressions. Book 2-4 weeks in advance and schedule during baby's happiest time of day (usually mid-morning after a nap and feed). Bring a change of outfit and a favorite toy for engagement.",post-birth,20,150,either,magic,good-to-do,False,114,10,,False,99,False,"Professional photos at 6 months capture a transformative age — baby is interactive, sitting up, and full of personality. These change fast. Within 3 months, they'll look completely different. If you're only doing one professional session in the first year (besides newborn), this is the one.",catch_up
POST-W20-001,High Chair Purchase,"Buy a sturdy high chair with a 5-point harness for solid food introduction. Look for: easy-to-clean tray and seat, footrest (important for posture during eating), and adjustable height. The IKEA Antilop ($20) and Stokke Tripp Trapp ($250+) are both excellent — this is not a case where expensive always means better.",post-birth,20,150,dad,gear,must-do,False,68,30,,False,12,False,"You'll use the high chair daily for 2+ years. A bad one — hard to clean, no footrest, wobbly — makes every meal harder. The right chair supports proper posture (which helps with chewing and swallowing) and is easy to wipe down after the inevitable food explosions.",catch_up
POST-W20-003,Sitting Practice,"Support baby in sitting position to build core strength — surround them with pillows as crash pads. Practice on soft surfaces. Hold their hips for stability, not their hands — they need to learn to balance independently. Most babies sit unassisted by 6-7 months. Sitting unlocks a new perspective on the world and helps with feeding.",post-birth,20,150,either,development,good-to-do,False,165,15,,False,99,False,"Sitting unsupported is a gateway milestone — it unlocks high chair use (critical for solids), independent play, and a new visual perspective that stimulates cognitive development. Practicing it safely accelerates the timeline.",catch_up
POST-W22-001,Baby Food Prep,"Start making or buying first purees for solid food introduction. Good starter foods: sweet potato, avocado, banana, butternut squash, and peas. Introduce one single-ingredient food every 3-5 days to watch for allergic reactions. Batch cook purees and freeze in ice cube trays for easy portioning. Start with 1-2 tablespoons per feeding.",post-birth,22,165,either,feeding,good-to-do,True,166,15,,False,6,False,Homemade purees cost a fraction of store-bought and let you control ingredients and allergen exposure. Batch cooking and freezing in ice cube trays gives you weeks of food in one prep session. Having food ready means you start solids on schedule instead of delaying because you weren't prepared.,catch_up
POST-W22-002,Seven Month Milestones,"Check developmental milestones at 7 months: sitting without support, babbling with consonant sounds (ba-ba, da-da), responding to own name, and transferring objects between hands. If baby isn't doing 2+ of these, mention it at the next pediatrician visit. Early intervention is most effective when started early.",post-birth,22,170,either,development,good-to-do,False,209,15,,False,99,False,"Tracking milestones helps you spot delays early — but more importantly, it gives you data for the pediatrician. ""I think he's behind"" is harder to act on than ""he responds to his name but hasn't babbled consonants yet."" Be specific.",catch_up
POST-W24-003,Start Solid Foods,"Introduce single-ingredient purees or baby-led weaning foods starting around 6 months. Watch for signs of readiness: sitting with support, interest in food, and loss of tongue-thrust reflex. Offer food after a milk feed (not as a replacement). First foods: sweet potato, avocado, banana, iron-fortified cereal. Expect most food to end up on the floor — that's normal.",post-birth,24,180,either,feeding,must-do,False,71,15,,False,6,False,"Starting solids at the right time (around 6 months) is critical for developing the oral motor skills needed for chewing, for introducing allergens during the protective window, and for supplementing iron stores that deplete around 6 months. Too early risks choking; too late risks nutrient deficiency.",catch_up
POST-W24-005,First Tooth Watch,"Be aware of teething signs: excessive drooling, fussiness, gum rubbing, chewing on everything, and disrupted sleep. First teeth typically appear between 6-12 months (lower central incisors first). Offer cold teething rings, frozen washcloths, or gum massage. Avoid teething gels with benzocaine (FDA warning for infants). Teething does NOT cause high fevers — if temperature exceeds 101°F, call the pediatrician.",post-birth,24,180,either,health,good-to-do,False,167,30,,False,4,False,"First teeth bring drool, pain, sleep disruption, and sometimes low-grade fever. Having teething relief on hand before the first tooth erupts means you're not scrambling at 11 PM. The difference between a prepared parent and a panicking parent is about $15 of supplies.",catch_up
POST-W24-004,Babyproofing Phase 2,"Baby is now mobile — full babyproofing is critical. Install outlet covers in every room, cabinet locks on chemicals and cleaning supplies, drawer latches, and anti-tip straps on all tall furniture (dressers, bookshelves, TV stands). Gate off stairs top and bottom. Get on the floor at baby's eye level to spot hazards you miss standing up.",post-birth,24,180,dad,safety,must-do,False,72,20,,False,6,False,A crawling baby covers an entire room in seconds and puts everything in their mouth. The gap between pre-mobility safety (month 1) and full crawling (month 6) is where injuries happen. Furniture tip-overs cause one child death every two weeks in the US. Anchor everything.,catch_up
POST-W24-001,6-Month Vaccines,"Third round of vaccines at the 6-month visit: DTaP (dose 3), PCV13 (dose 3), IPV (dose 3), and influenza vaccine if it's flu season (October-March). The flu shot is especially important — infants under 1 are at highest risk for flu complications. Baby may be fussy and have a low fever for 24-48 hours. Stock infant Tylenol and clear your evening schedule.",post-birth,24,180,either,health,must-do,False,69,15,,True,2,False,Each vaccine round builds on the previous one to create full immunity. Delaying or skipping the 6-month round leaves your baby partially protected against diseases they're increasingly exposed to — especially if in daycare. The flu shot at 6 months is particularly important before winter season.,expired
POST-W24-002,6-Month Pediatrician Visit,"Major 6-month milestone check: sitting independently, solid food readiness assessment, and hearing/vision screening. This visit often includes blood work for lead levels and anemia. Bring your food introduction log and any questions about sleep, feeding, or development. Ask about allergen introduction timing.",post-birth,24,180,either,health,must-do,False,70,15,,True,2,False,"Six months is a major developmental checkpoint. This visit screens for hearing, vision, and growth trends that require the full 6-month data set. It's also when your pediatrician green-lights starting solids — getting the timing wrong (too early or too late) affects gut health and allergy development.",expired
POST-W26-001,Stranger Anxiety Normal,"Baby may suddenly cry with grandparents or friends they were previously fine with. Don't force interaction — let baby warm up from the safety of your arms. Warn family members in advance so they don't take it personally. This is a sign of healthy attachment, not a problem. It typically peaks around 8-10 months and gradually fades.",post-birth,26,195,either,development,good-to-do,False,168,15,,False,99,False,"Stranger anxiety is a sign of healthy attachment, not a problem. But if you don't warn grandparents and regular caregivers in advance, they may take the rejection personally or try to force interaction — which makes it worse. A heads-up prevents hurt feelings and unnecessary stress.",catch_up
POST-W26-002,Eight Month Developments,"Baby is about to become mobile. Get on your hands and knees and look at your home from baby's eye level — you'll see hazards you missed standing up. Secure anything at floor level: cords, shoes, pet bowls, magazines, small objects. Check under furniture for dropped items. Do this sweep before crawling starts, not after the first incident.",post-birth,26,200,either,development,good-to-do,False,210,15,,False,99,False,"Once your baby is mobile, the world looks different from floor level. Doing a visual sweep from their perspective reveals hazards you can't see standing up — loose cords behind furniture, small objects under the couch, unstable items at eye level. This is the most practical safety exercise you can do.",catch_up
POST-W28-003,Two Naps Transition,"Baby may consolidate from three naps to two naps per day around 7-8 months. Signs: fighting the third nap, bedtime getting too late, or morning nap getting longer. When dropping to two naps, aim for morning nap around 9-9:30 AM and afternoon nap around 1-1:30 PM. Expect a cranky transition week as they adjust.",post-birth,28,210,either,development,good-to-do,False,169,15,,False,99,False,"Dropping from 3 naps to 2 is a transition that affects bedtime, mood, and feeding schedule. Knowing the signs helps you make the change at the right time instead of fighting naps that aren't working. Rushing it leads to an overtired baby; waiting too long leads to bedtime battles.",catch_up
POST-W28-002,Allergen Introduction,"Introduce common allergens — peanut, egg, dairy, wheat, tree nuts, soy, fish, and shellfish — one at a time between 6-12 months. AAP research shows early introduction (not avoidance) reduces allergy risk by up to 80% for peanut. Mix smooth peanut butter into puree or oatmeal. Introduce in the morning so you can watch for reactions during the day.",post-birth,28,210,either,feeding,must-do,False,115,15,,False,6,False,AAP research (LEAP study) showed that early peanut introduction reduces peanut allergy risk by 81%. The old advice of avoiding allergens until age 3 was wrong and actually increased allergy rates. Introducing between 6-12 months during the immune tolerance window is now the standard of care.,catch_up
POST-W28-001,Sippy Cup Introduction,"Start offering water in an open cup or straw cup during meals. Babies don't need much water before 12 months (breast milk/formula provides hydration), but introducing the cup builds oral motor skills. Offer 1-2 oz with meals. Straw cups are better for oral development than sippy cups. Expect spills — use a splash mat.",post-birth,28,210,either,feeding,good-to-do,False,73,15,,False,6,False,Cup drinking builds oral motor skills that bottles don't. Starting early (6-7 months) means the transition off bottles at 12 months is easier. Kids who stay on bottles past 15-18 months have higher rates of tooth decay and may develop speech patterns that need correction later.,catch_up
POST-W30-001,Crawling Encouragement,"Place toys just out of reach during floor time to motivate scooting, army crawling, and eventually hands-and-knees crawling. Get on the floor with them — babies learn by imitation. Some babies skip crawling entirely and go straight to pulling up. All variations are normal. Make sure the crawling area is clear of small objects and hazards.",post-birth,30,225,dad,development,good-to-do,False,170,10,month-7-8-the-crawling-revolution,False,99,False,"Crawling is the last major milestone before walking. Encouraging it builds core strength, coordination, and spatial awareness. Some babies skip crawling — that's fine, but if you can support it with floor time and motivation, the physical benefits carry forward.",catch_up
POST-W30-002,Nine Month Milestones,"At the 9-month checkup, your pediatrician will assess waving, clapping, babbling with consonants, and response to name. If baby isn't doing 2+ of these, mention it — don't wait and see. Early intervention (speech therapy, occupational therapy) is most effective when started before age 1. Write down what you observe at home to share with the doctor.",post-birth,30,230,either,development,good-to-do,False,211,60,month-7-8-the-crawling-revolution,False,99,False,"At the 9-month checkup, your pediatrician is specifically assessing social and motor development. Knowing what they're looking for — waving, clapping, responding to name — lets you observe and report accurately. Early intervention for delays is most effective when started before 12 months.",catch_up
POST-W32-003,Pincer Grasp Development,"Offer small, safe foods to practice the pincer grasp: Cheerios, small pieces of soft fruit, puffed snacks, and cooked peas. This fine motor skill develops around 8-9 months and is a major feeding milestone. Let baby self-feed — messy is fine. Practice at every meal. The pincer grasp is foundational for later skills like writing.",post-birth,32,240,either,development,good-to-do,False,171,15,,False,99,False,The pincer grasp is how your baby transitions from being fed to feeding themselves. Practicing with safe foods at every meal accelerates this skill and builds independence. It's also the foundation for later fine motor tasks like holding a crayon.,catch_up
POST-W32-002,Toy Safety Audit,Remove toys with small parts as baby develops the pincer grasp (thumb and forefinger) around 8-9 months. Anything that fits through a toilet paper roll is a choking hazard. Check under furniture for dropped items. Older siblings' toys are the biggest risk — separate play areas or keep small pieces elevated.,post-birth,32,240,dad,safety,must-do,False,116,20,,False,6,False,The pincer grasp means your baby can now pick up objects the size of a pea — and they will put all of them in their mouth. Choking hazard risk increases dramatically between 8-12 months. Anything that fits through a toilet paper roll is a risk. Do daily floor sweeps.,catch_up
POST-W32-001,Crawling Safety Audit,"Re-check all floor areas for small objects (coins, batteries, pen caps), secure dangling cords (blinds, chargers), and ensure all stair gates are properly mounted. A crawling baby covers ground fast and puts everything in their mouth. Do a daily 30-second floor scan — it becomes habit. Check under furniture and between couch cushions.",post-birth,32,240,dad,safety,must-do,False,74,20,,False,6,False,"A crawling baby covers ground fast and finds every hazard you missed. Electrical cords, pet food bowls, shoe laces, dropped coins — all become targets. Doing the safety audit before crawling starts means you're proactive, not reactive after the first scare.",catch_up
POST-W34-001,Cruising Furniture,"Baby is pulling up on everything — coffee tables, TV stands, bookshelves, nightstands. Anchor ALL tall furniture to walls NOW with anti-tip straps ($5-10 per strap, takes 10 minutes each). Remove anything at baby's reach height that could fall or break. Standing with support and cruising along furniture is normal at this stage — create a safe path for them to practice.",post-birth,34,255,either,development,good-to-do,False,172,5,month-9-understanding-separation-anxiety,False,99,False,"Pulling up and cruising is the immediate precursor to walking. Furniture tip-overs from babies pulling on unstable items cause one child death every two weeks in the US. Anti-tip straps cost $5-10 each and take minutes to install. Do it before the first pull-up attempt, not after.",catch_up
POST-W36-003,Transition to One Nap,"Around 12-18 months, watch for signs baby is ready to drop to one midday nap: fighting the morning nap, taking 30+ minutes to fall asleep for the second nap, or bedtime pushing later. Don't rush it — most babies transition between 13-18 months. When ready, shift to one nap around 12:30-1 PM and move bedtime slightly earlier.",post-birth,36,270,either,development,good-to-do,False,117,15,,False,99,False,Dropping to one nap too early leads to overtired meltdowns; hanging onto two naps too long leads to bedtime battles. Knowing the signs and the optimal transition timeline saves you weeks of bad sleep for the whole family.,catch_up
POST-W36-002,Convertible Car Seat Research,"Begin researching convertible car seats as your baby approaches the infant bucket seat's height or weight limits. Look for: rear-facing weight limit of 40+ lbs (higher is better), easy LATCH install, and machine-washable cover. Read crash test ratings on NHTSA.gov. Plan to keep rear-facing until at least age 2 per AAP guidelines.",post-birth,36,270,dad,gear,good-to-do,False,76,30,,False,12,False,"Most babies outgrow the infant bucket seat between 10-14 months. If you haven't researched the replacement, you'll rush-buy one in a panic. Knowing the specs (rear-facing weight limit, LATCH compatibility) in advance means you buy the right seat, not just the available one.",catch_up
POST-W36-001,9-Month Pediatrician Visit,"The 9-month well-child visit includes a developmental screening (ASQ questionnaire), iron levels blood test (finger prick), and discussion of advancing solid foods to finger foods and table foods. Bring a list of what baby is eating, how they're sleeping, and any concerns. Your pediatrician will check for pulling to stand, babbling consonants, and response to their name.",post-birth,36,270,either,health,must-do,False,75,15,,True,2,False,"Nine months is when developmental screening tools become most accurate. Iron deficiency, which is common at this age, affects cognitive development. And if motor or language delays are present, starting intervention before 12 months has significantly better outcomes than waiting.",expired
POST-W38-001,First Words Encouragement,"Repeat simple words throughout the day — 'ball,' 'milk,' 'more,' 'up,' 'dada,' 'mama.' Label everything you interact with: 'Here is your cup. Cup. Can you say cup?' Pause and give them time to attempt the word. Respond to every babble as if it were intentional speech — it encourages more attempts. Read board books and point to pictures. Songs with repetitive words (wheels on the bus, old MacDonald) accelerate word recognition.",post-birth,38,285,dad,development,good-to-do,False,173,15,month-10-the-cruiser,False,99,False,"Babies learn words through repetition — hearing 'ball' 500 times before they say it is normal. The more you label objects and narrate your actions, the faster vocabulary grows. Responding to babble (even nonsense) teaches them that communication gets a reaction, which motivates more attempts.",catch_up
POST-W38-002,Eleven Month Milestones,"First steps may happen this month or next — every baby's timeline is different. Clear a safe walking path: remove rugs that slip, pad sharp table corners with edge guards, and keep the floor clear of small objects. Place furniture close together as 'stepping stones' baby can grab between. Don't use walkers — AAP recommends against them due to injury risk.",post-birth,38,290,either,development,good-to-do,False,213,10,,False,99,False,"First steps timing varies wildly (9-18 months) and is influenced by environment. Removing tripping hazards and creating 'stepping stone' furniture encourages practice. Reacting calmly to falls is critical — if you gasp, they cry; if you clap, they try again.",catch_up
POST-W40-020,Buy and Install Convertible Car Seat,"Most babies outgrow the infant bucket car seat by 10-14 months (height limit, not weight). Research and purchase a convertible car seat that stays rear-facing until at least age 2 (AAP recommendation). Install it using LATCH or seatbelt, and get it inspected by a CPST just like you did with the infant seat.",post-birth,40,300,dad,safety,must-do,False,505,20,,False,6,False,The research task exists at month 9 but there's no actual purchase/install task. Don't wait until your baby's head is above the infant seat — order early and have it ready.,catch_up
POST-W40-001,First Birthday Planning,"Book venue or plan a home party for baby's first birthday. Order cake and send invites 4-6 weeks in advance. Keep it short (2 hours max) and schedule around nap time. The baby won't remember this party — it's for you and the family. A smash cake, some photos, and people who love your kid is all you need.",post-birth,40,300,either,magic,good-to-do,False,77,10,,False,99,False,"The first birthday party is for the parents and grandparents — the baby won't remember it. Keep expectations proportional: a smash cake, some photos, and people who love your kid is enough. You survived the hardest year of parenting. Celebrate that.",catch_up
POST-W42-001,First Steps Support,"Baby is walking or about to. Let them walk barefoot indoors — it builds foot muscles and balance better than shoes. Place furniture as 'stepping stones' they can grab between, clap and cheer every attempt. Falls are normal — react calmly so they don't learn to be scared of falling. If you gasp, they cry. If you clap, they try again.",post-birth,42,315,either,development,good-to-do,False,174,45,month-10-the-cruiser,False,99,False,First steps and walking are among the most dramatic developmental milestones. Creating a safe environment lets baby practice without you hovering anxiously. Barefoot walking indoors builds foot muscles and balance better than shoes — save shoes for outdoors.,catch_up
POST-W42-002,First Birthday Milestone Check,"Review developmental milestones at 1 year with your pediatrician: walking or cruising, 1-3 words with intent, waving bye-bye, and using objects correctly (phone to ear, cup to mouth). Things change every 2-3 months — just when you figure out one phase, the demands shift. If milestones are delayed, discuss early intervention options.",post-birth,42,320,either,development,must-do,False,214,60,month-12-the-first-birthday,False,99,False,"One year of growth data lets your pediatrician identify trends that single visits can't show. Things change every 2-3 months — just when you figure out one phase, the demands shift. This annual review ensures nothing was missed during the rapid-fire milestone months.",catch_up
POST-W44-004,Wean from Bottle,Begin transitioning from bottles to open cups or straw cups. Start by replacing the easiest bottle first (usually the midday one) and work toward eliminating bottles by 15-18 months. Prolonged bottle use increases risk of tooth decay and can affect oral development. The bedtime bottle is usually the hardest to drop — replace with a cup of milk and a story.,post-birth,44,330,either,feeding,good-to-do,False,119,15,,False,6,False,"Prolonged bottle use past 18 months increases tooth decay risk and can affect oral development. Weaning is easier at 12-15 months before the bottle becomes an entrenched comfort habit. The longer you wait, the harder the fight.",catch_up
POST-W44-001,12-Month Vaccines,"MMR, Varicella (chickenpox), Hepatitis A dose 1, and PCV13 booster. This is the biggest vaccine appointment — 3-4 shots plus potential blood draw. Stock Tylenol, plan a quiet day after, and bring a comfort item. Some parents spread this across two visits to reduce the number of simultaneous injections — ask your pediatrician.",post-birth,44,330,either,health,must-do,False,78,15,,True,2,False,"This is a big vaccine appointment with multiple shots plus potential blood draw. Staying on the CDC schedule is how your child builds full immunity before entering group settings (daycare, playgroups) where exposure to measles, chickenpox, and other diseases is real.",expired
POST-W44-005,Wean Night Feedings,"Gradually reduce night feeds if baby is eating well during the day and gaining weight normally. Methods: dilute bottles with increasing water, reduce nursing time by 1-2 minutes each night, or go cold turkey (hardest but fastest). Most babies can sleep 10-12 hours without feeds by 12 months. Consult your pediatrician if unsure about readiness.",post-birth,44,330,either,feeding,good-to-do,True,175,15,,False,6,False,"By 12 months, most babies can sleep 10-12 hours without night feeds. Continuing them out of habit (not hunger) fragments everyone's sleep. Gradually reducing teaches the baby to self-soothe through the night, which benefits the whole household.",catch_up
POST-W46-001,13 Month Development,"Track the words your baby is using — write them down in a note on your phone. By 13-15 months they should have 3-5 recognizable words (including 'mama,' 'dada,' and animal sounds). If they have fewer than 3 words by 15 months, mention it at the next checkup. Narrate everything you do to accelerate vocabulary: 'Dad is pouring milk. Now Dad is closing the fridge.'",post-birth,46,350,either,development,good-to-do,False,215,15,,False,99,False,"Words before 15 months predict language development trajectory. A child with fewer than 3 words at 15 months may benefit from speech therapy, but only if someone notices and flags it. Tracking words in a phone note gives you and your pediatrician hard data.",catch_up
POST-W44-003,Transition to Whole Milk,"Switch from formula or breast milk to whole cow's milk (if no dairy allergy) starting at 12 months. Limit to 16-24 oz per day — more than that fills them up and reduces solid food intake, leading to iron deficiency. Use a cup, not a bottle. If your child has a dairy allergy, ask your pediatrician about fortified alternatives.",post-birth,44,365,either,feeding,must-do,False,80,15,,False,6,False,"Continuing formula or breast milk as the primary drink past 12 months (when solids should be the main nutrition source) can lead to iron deficiency because milk fills them up and displaces iron-rich foods. The transition is a nutritional milestone, not just a convenience change.",catch_up
POST-W48-002,Shoe Fitting,"Once baby is walking confidently outdoors, get properly fitted soft-soled shoes from a store with trained fitters. Barefoot is best indoors (builds foot muscles and balance), but outdoor walking needs protection. Avoid stiff-soled shoes, hand-me-down shoes (worn to another foot's shape), and shoes that are too big to 'grow into.'",post-birth,48,365,dad,gear,good-to-do,False,82,30,,False,12,False,Soft-soled shoes protect feet outdoors while still allowing sensory feedback and foot muscle development. Hard-soled shoes or hand-me-downs worn to another child's foot shape can actually impede proper walking development.,catch_up
POST-W48-003,One Nap Transition Watch,"Signs baby is ready to drop to one nap: fighting the morning nap, taking 30+ minutes to fall asleep for the second nap, or bedtime pushing later and later. Don't rush it — most babies transition between 13-18 months. When ready, shift to one midday nap around 12:30-1 PM and move bedtime 30 minutes earlier to compensate. The transition week will be rough — hang in there.",post-birth,48,365,either,development,good-to-do,False,176,15,,False,99,False,"The nap transition affects the entire daily schedule — meals, bedtime, and mood. Doing it at the right time (reading the signs) versus an arbitrary schedule makes the difference between a smooth transition and weeks of an overtired, cranky toddler.",catch_up
POST-W48-001,First Dentist Visit,"Schedule the first dental checkup by age 1 (or within 6 months of the first tooth, whichever comes first — AAP/ADA recommendation). This visit establishes an oral health baseline, checks for early cavities, and teaches parents about proper tooth brushing. Use a rice-grain-sized amount of fluoride toothpaste. Find a pediatric dentist — they specialize in making it fun.",post-birth,48,365,either,health,must-do,False,81,15,,True,2,False,"Your pediatrician recommends the first dental visit by age 1 for a reason — early childhood cavities are the most common chronic childhood disease, and baby teeth serve as placeholders for permanent teeth. Losing a baby tooth early to decay can cause alignment problems for years.",expired
